       Freq,     Re(Av),     Im(Av),     Re(Ai),     Im(Ai),     Re(Ap),     Im(Ap),    Re(Vin),    Im(Vin),   Re(Vout),   Im(Vout),    Re(Iin),    Im(Iin),   Re(Iout),   Im(Iout),    Re(Zin),    Im(Zin),   Re(Zout),   Im(Zout),    Re(Pin),    Im(Pin),   Re(Pout),   Im(Pout)
  8.353e+06, -6.465e-06,  1.077e-04, -1.794e-03, -1.077e-04,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,  1.616e-04,  8.330e+02,  1.616e-04,  8.330e+02,        nan,        nan,        nan,        nan
  8.394e+06, -6.342e-06,  1.062e-04, -1.777e-03, -1.062e-04,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,  1.585e-04,  8.370e+02,  1.585e-04,  8.370e+02,        nan,        nan,        nan,        nan
  8.434e+06, -6.222e-06,  1.047e-04, -1.760e-03, -1.047e-04,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,  1.555e-04,  8.411e+02,  1.555e-04,  8.411e+02,        nan,        nan,        nan,        nan
  8.474e+06, -6.105e-06,  1.032e-04, -1.744e-03, -1.032e-04,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,  1.526e-04,  8.451e+02,  1.526e-04,  8.451e+02,        nan,        nan,        nan,        nan
  8.514e+06, -5.990e-06,  1.017e-04, -1.727e-03, -1.017e-04,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,  1.497e-04,  8.491e+02,  1.497e-04,  8.491e+02,        nan,        nan,        nan,        nan
  8.554e+06, -5.878e-06,  1.003e-04, -1.711e-03, -1.003e-04,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,  1.469e-04,  8.531e+02,  1.469e-04,  8.531e+02,        nan,        nan,        nan,        nan
  8.594e+06, -5.769e-06,  9.890e-05, -1.695e-03, -9.890e-05,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,  1.442e-04,  8.571e+02,  1.442e-04,  8.571e+02,        nan,        nan,        nan,        nan
  8.635e+06, -5.662e-06,  9.753e-05, -1.680e-03, -9.752e-05,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,  1.415e-04,  8.612e+02,  1.415e-04,  8.612e+02,        nan,        nan,        nan,        nan
  8.675e+06, -5.558e-06,  9.618e-05, -1.664e-03, -9.618e-05,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,  1.389e-04,  8.652e+02,  1.389e-04,  8.652e+02,        nan,        nan,        nan,        nan
  8.715e+06, -5.456e-06,  9.485e-05, -1.649e-03, -9.485e-05,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,  1.364e-04,  8.692e+02,  1.364e-04,  8.692e+02,        nan,        nan,        nan,        nan
  8.755e+06, -5.357e-06,  9.355e-05, -1.634e-03, -9.355e-05,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,  1.339e-04,  8.732e+02,  1.339e-04,  8.732e+02,        nan,        nan,        nan,        nan
  8.795e+06, -5.260e-06,  9.228e-05, -1.619e-03, -9.228e-05,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,  1.315e-04,  8.772e+02,  1.315e-04,  8.772e+02,        nan,        nan,        nan,        nan
  8.835e+06, -5.165e-06,  9.103e-05, -1.604e-03, -9.103e-05,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,  1.291e-04,  8.813e+02,  1.291e-04,  8.813e+02,        nan,        nan,        nan,        nan
  8.876e+06, -5.072e-06,  8.980e-05, -1.590e-03, -8.980e-05,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,  1.268e-04,  8.853e+02,  1.268e-04,  8.853e+02,        nan,        nan,        nan,        nan
  8.916e+06, -4.981e-06,  8.859e-05, -1.576e-03, -8.859e-05,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,  1.245e-04,  8.893e+02,  1.245e-04,  8.893e+02,        nan,        nan,        nan,        nan
  8.956e+06, -4.892e-06,  8.740e-05, -1.562e-03, -8.740e-05,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,  1.223e-04,  8.933e+02,  1.223e-04,  8.933e+02,        nan,        nan,        nan,        nan
  8.996e+06, -4.805e-06,  8.624e-05, -1.548e-03, -8.624e-05,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,  1.201e-04,  8.973e+02,  1.201e-04,  8.973e+02,        nan,        nan,        nan,        nan
  9.036e+06, -4.720e-06,  8.509e-05, -1.534e-03, -8.509e-05,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,  1.180e-04,  9.013e+02,  1.180e-04,  9.013e+02,        nan,        nan,        nan,        nan
  9.076e+06, -4.637e-06,  8.397e-05, -1.520e-03, -8.397e-05,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,  1.159e-04,  9.054e+02,  1.159e-04,  9.054e+02,        nan,        nan,        nan,        nan
  9.116e+06, -4.556e-06,  8.286e-05, -1.507e-03, -8.286e-05,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,  1.139e-04,  9.094e+02,  1.139e-04,  9.094e+02,        nan,        nan,        nan,        nan
  9.157e+06, -4.476e-06,  8.178e-05, -1.494e-03, -8.178e-05,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,  1.119e-04,  9.134e+02,  1.119e-04,  9.134e+02,        nan,        nan,        nan,        nan
  9.197e+06, -4.399e-06,  8.071e-05, -1.481e-03, -8.071e-05,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,  1.100e-04,  9.174e+02,  1.100e-04,  9.174e+02,        nan,        nan,        nan,        nan
  9.237e+06, -4.323e-06,  7.966e-05, -1.468e-03, -7.966e-05,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,  1.081e-04,  9.214e+02,  1.081e-04,  9.214e+02,        nan,        nan,        nan,        nan
  9.277e+06, -4.248e-06,  7.863e-05, -1.455e-03, -7.863e-05,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,  1.062e-04,  9.255e+02,  1.062e-04,  9.255e+02,        nan,        nan,        nan,        nan
  9.317e+06, -4.175e-06,  7.762e-05, -1.443e-03, -7.762e-05,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,  1.044e-04,  9.295e+02,  1.044e-04,  9.295e+02,        nan,        nan,        nan,        nan
  9.357e+06, -4.104e-06,  7.662e-05, -1.431e-03, -7.662e-05,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,  1.026e-04,  9.335e+02,  1.026e-04,  9.335e+02,        nan,        nan,        nan,        nan
  9.398e+06, -4.034e-06,  7.565e-05, -1.418e-03, -7.565e-05,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,  1.009e-04,  9.375e+02,  1.009e-04,  9.375e+02,        nan,        nan,        nan,        nan
  9.438e+06, -3.966e-06,  7.468e-05, -1.406e-03, -7.468e-05,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,  9.917e-05,  9.415e+02,  9.917e-05,  9.415e+02,        nan,        nan,        nan,        nan
  9.478e+06, -3.899e-06,  7.374e-05, -1.394e-03, -7.374e-05,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,  9.750e-05,  9.455e+02,  9.750e-05,  9.455e+02,        nan,        nan,        nan,        nan
  9.518e+06, -3.834e-06,  7.281e-05, -1.383e-03, -7.281e-05,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,  9.586e-05,  9.496e+02,  9.586e-05,  9.496e+02,        nan,        nan,        nan,        nan
  9.558e+06, -3.770e-06,  7.190e-05, -1.371e-03, -7.190e-05,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,  9.426e-05,  9.536e+02,  9.426e-05,  9.536e+02,        nan,        nan,        nan,        nan
  9.598e+06, -3.707e-06,  7.100e-05, -1.360e-03, -7.100e-05,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,  9.269e-05,  9.576e+02,  9.269e-05,  9.576e+02,        nan,        nan,        nan,        nan
  9.639e+06, -3.646e-06,  7.011e-05, -1.348e-03, -7.011e-05,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,  9.116e-05,  9.616e+02,  9.116e-05,  9.616e+02,        nan,        nan,        nan,        nan
  9.679e+06, -3.585e-06,  6.924e-05, -1.337e-03, -6.924e-05,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,  8.966e-05,  9.656e+02,  8.966e-05,  9.656e+02,        nan,        nan,        nan,        nan
  9.719e+06, -3.526e-06,  6.839e-05, -1.326e-03, -6.839e-05,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,  8.818e-05,  9.697e+02,  8.818e-05,  9.697e+02,        nan,        nan,        nan,        nan
  9.759e+06, -3.469e-06,  6.755e-05, -1.315e-03, -6.755e-05,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,  8.674e-05,  9.737e+02,  8.674e-05,  9.737e+02,        nan,        nan,        nan,        nan
  9.799e+06, -3.412e-06,  6.672e-05, -1.305e-03, -6.672e-05,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,  8.533e-05,  9.777e+02,  8.533e-05,  9.777e+02,        nan,        nan,        nan,        nan
  9.839e+06, -3.357e-06,  6.591e-05, -1.294e-03, -6.591e-05,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,  8.394e-05,  9.817e+02,  8.394e-05,  9.817e+02,        nan,        nan,        nan,        nan
  9.880e+06, -3.303e-06,  6.511e-05, -1.284e-03, -6.511e-05,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,  8.259e-05,  9.857e+02,  8.259e-05,  9.857e+02,        nan,        nan,        nan,        nan
  9.920e+06, -3.249e-06,  6.432e-05, -1.273e-03, -6.432e-05,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,  8.126e-05,  9.897e+02,  8.126e-05,  9.897e+02,        nan,        nan,        nan,        nan
  9.960e+06, -3.197e-06,  6.354e-05, -1.263e-03, -6.354e-05,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,  7.995e-05,  9.938e+02,  7.995e-05,  9.938e+02,        nan,        nan,        nan,        nan
  1.000e+07, -3.146e-06,  6.278e-05, -1.253e-03, -6.278e-05,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,        nan,  7.868e-05,  9.978e+02,  7.868e-05,  9.978e+02,        nan,        nan,        nan,        nan
